Prediction_Date,Actual_Price,Predicted_LSTM_Price,Predicted_ARIMA_Price
2017-12-01 00:00:00,1011.921493,972.2092285,N/A
2018-01-01 00:00:00,1059.320866,1010.402954,N/A
2018-02-01 00:00:00,1094.594818,1066.114258,N/A
2018-03-01 00:00:00,1232.383692,1098.566895,N/A
2018-04-01 00:00:00,1286.396931,1274.291382,N/A
2018-05-01 00:00:00,1284.192309,1290.040527,N/A
2018-06-01 00:00:00,1266.555333,1259.301392,N/A
2018-07-01 00:00:00,1283.089998,1227.168091,N/A
2018-08-01 00:00:00,1272.066888,1249.727051,N/A
2018-09-01 00:00:00,1221.360582,1218.091553,N/A
2018-10-01 00:00:00,1186.086631,1154.098633,N/A
2018-11-01 00:00:00,1122.152593,1132.077515,N/A
2018-12-01 00:00:00,1106.720239,1059.060059,N/A
2019-01-01 00:00:00,1080.264775,1074.068359,1098.613714
2019-02-01 00:00:00,1037.274646,1045.649902,1084.890383
2019-03-01 00:00:00,1079.162464,1006.285156,1076.70168
2019-04-01 00:00:00,1092.390196,1083.686523,1073.153077
2019-05-01 00:00:00,1032.865402,1085.655518,1074.085746
2019-06-01 00:00:00,951.2943887,1005.11377,1078.176831
2019-07-01 00:00:00,927.0435468,921.321106,1084.982281
2019-08-01 00:00:00,998.6937615,914.9753418,1093.109764
2019-09-01 00:00:00,979.9544746,1012.5224,1102.149668
2019-10-01 00:00:00,935.8620348,970.4613037,1110.901853
2019-11-01 00:00:00,913.8158149,923.3309326,1119.19048
2019-12-01 00:00:00,952.3966997,908.2167358,1126.13868
2020-01-01 00:00:00,1005.307627,961.6452637,1131.873789
2020-02-01 00:00:00,1015.228426,1019.777588,1135.85319
2020-03-01 00:00:00,982.1590965,1018.691895,1138.473039
2020-04-01 00:00:00,920.4296808,971.4216309,1139.452963
2020-05-01 00:00:00,920.4296808,899.6417236,N/A
2020-06-01 00:00:00,920.4296808,914.7192993,N/A
2020-07-01 00:00:00,920.4296808,914.7045898,N/A
2020-08-01 00:00:00,920.4296808,917.015686,N/A
2020-09-01 00:00:00,920.4296808,919.0776978,N/A
2020-10-01 00:00:00,920.4296808,920.3882446,N/A
2020-11-01 00:00:00,920.4296808,921.2160645,N/A
2020-12-01 00:00:00,920.4296808,921.581665,N/A
2021-01-01 00:00:00,920.4296808,921.3571777,N/A
2021-02-01 00:00:00,920.4296808,920.6973267,N/A
2021-03-01 00:00:00,920.4296808,920.0123291,N/A
2021-04-01 00:00:00,920.4296808,919.5999146,N/A
2021-05-01 00:00:00,920.4296808,919.5999146,N/A
2021-06-01 00:00:00,920.4296808,919.5999146,N/A
2021-07-01 00:00:00,920.4296808,919.5999146,N/A
2021-08-01 00:00:00,920.4296808,919.5999146,N/A
2021-09-01 00:00:00,920.4296808,919.5999146,N/A
2021-10-01 00:00:00,920.4296808,919.5999146,N/A
2021-11-01 00:00:00,920.4296808,919.5999146,N/A
2021-12-01 00:00:00,920.4296808,919.5999146,N/A
2022-01-01 00:00:00,920.4296808,919.5999146,N/A
2022-02-01 00:00:00,920.4296808,919.5999146,N/A
2022-03-01 00:00:00,920.4296808,919.5999146,N/A
2022-04-01 00:00:00,920.4296808,919.5999146,N/A
2022-05-01 00:00:00,920.4296808,919.5999146,N/A
2022-06-01 00:00:00,920.4296808,919.5999146,N/A
2022-07-01 00:00:00,920.4296808,919.5999146,N/A
2022-08-01 00:00:00,920.4296808,919.5999146,N/A
2022-09-01 00:00:00,920.4296808,919.5999146,N/A
2022-10-01 00:00:00,920.4296808,919.5999146,N/A
2022-11-01 00:00:00,920.4296808,919.5999146,N/A
2022-12-01 00:00:00,920.4296808,919.5999146,N/A
2023-01-01 00:00:00,920.4296808,919.5999146,N/A
2023-02-01 00:00:00,920.4296808,919.5999146,N/A
2023-03-01 00:00:00,920.4296808,919.5999146,N/A
2023-04-01 00:00:00,920.4296808,919.5999146,N/A
2023-05-01 00:00:00,920.4296808,919.5999146,N/A
2023-06-01 00:00:00,920.4296808,919.5999146,N/A
